Tipo,Termo_Original,Traducao
Dado,"FastAPI, NumPy, R",
Dado,"Flask, PyTorch, GCP",
Dado,"Azure, PyTorch, Pandas, R, GCP",
Dado,"PyTorch, Azure, LangChain, Python",
Dado,"Reinforcement Learning, Scikit-learn, TensorFlow, PyTorch, Hugging Face, Flask",
Dado,"LangChain, Pandas, Power BI",
Dado,"PyTorch, MLflow, LangChain",
Dado,"SQL, GCP, PyTorch",
Dado,"C++, GCP, Reinforcement Learning, R, Python, Power BI",
Dado,"Reinforcement Learning, Pandas, NumPy, FastAPI",
Dado,"Pandas, Keras, Scikit-learn, TensorFlow",
Dado,"FastAPI, AWS, Hugging Face, R",
Dado,"C++, PyTorch, Flask",
Dado,"LangChain, Pandas, AWS",
Dado,"AWS, GCP, Azure, Scikit-learn, Python",
Dado,"FastAPI, NumPy, Excel",
Dado,"Reinforcement Learning, GCP, PyTorch",
Dado,"GCP, SQL, R, AWS",
Dado,"CUDA, SQL, AWS, Azure, Python",
Dado,"Excel, Scikit-learn, Flask, Power BI",
Dado,"FastAPI, Azure, Pandas, NumPy",
Dado,"PyTorch, Power BI, Scikit-learn",
Dado,"Hugging Face, PyTorch, Reinforcement Learning, MLflow, Scikit-learn",
Dado,"LangChain, Python, MLflow, TensorFlow, FastAPI",
Dado,"Keras, Python, SQL",
Dado,"SQL, R, TensorFlow, Flask",
Dado,"Reinforcement Learning, Keras, NumPy, Pandas, Hugging Face, R",
Dado,"Python, LangChain, CUDA, C++",
Dado,"Keras, R, NumPy, Reinforcement Learning",
Dado,"TensorFlow, Keras, Python, FastAPI",
Dado,"Pandas, C++, PyTorch, TensorFlow",
Dado,"FastAPI, CUDA, R, Scikit-learn",
Dado,"LangChain, MLflow, Flask, AWS",
Dado,"Excel, FastAPI, Hugging Face, LangChain, Flask",
Dado,"NumPy, MLflow, TensorFlow",
Dado,"TensorFlow, Power BI, GCP, Flask, Keras, Pandas",
Dado,"TensorFlow, GCP, Reinforcement Learning, Hugging Face",
Dado,"MLflow, Keras, Reinforcement Learning, Flask, TensorFlow, R",
Dado,"FastAPI, R, Scikit-learn, SQL",
Dado,"PyTorch, CUDA, Reinforcement Learning, C++",
Dado,"FastAPI, C++, MLflow, Reinforcement Learning",
Dado,"LangChain, Python, AWS, R, Azure, Pandas",
Dado,"FastAPI, NumPy, C++, Azure",
Dado,"Keras, PyTorch, R, Hugging Face, CUDA",
Dado,"Reinforcement Learning, AWS, Azure, Pandas, Keras, Power BI",
Dado,"TensorFlow, CUDA, MLflow",
Dado,"R, MLflow, Reinforcement Learning, Azure",
Dado,"Scikit-learn, Excel, Azure, Flask, Hugging Face, Pandas",
Dado,"Power BI, Hugging Face, GCP",
Dado,"NumPy, LangChain, R, Scikit-learn",
Dado,"SQL, Hugging Face, Keras, AWS, MLflow, R",
Dado,"Pandas, Hugging Face, Keras",
Dado,"Excel, Hugging Face, SQL, Azure",
Dado,"FastAPI, Scikit-learn, Pandas, NumPy, Excel, CUDA",
Dado,"Python, PyTorch, Keras, Power BI, Reinforcement Learning",
Dado,"LangChain, TensorFlow, Pandas, Flask",
Dado,"MLflow, CUDA, Power BI, FastAPI",
Dado,"Pandas, Azure, Keras, PyTorch, AWS, Hugging Face",
Dado,"Hugging Face, SQL, TensorFlow",
Dado,"TensorFlow, PyTorch, FastAPI, Hugging Face, LangChain, AWS",
Dado,"Excel, LangChain, MLflow, CUDA, Reinforcement Learning",
Dado,"TensorFlow, AWS, Azure",
Dado,"R, TensorFlow, C++, Hugging Face, SQL, Flask",
Dado,"C++, Reinforcement Learning, NumPy, LangChain",
Dado,"Flask, SQL, PyTorch, C++, TensorFlow",
Dado,"Python, AWS, NumPy, Power BI, Hugging Face",
Dado,"CUDA, Keras, TensorFlow, Scikit-learn",
Dado,"LangChain, AWS, Scikit-learn, Flask",
Dado,"R, SQL, Hugging Face, Keras, Pandas",
Dado,"Hugging Face, Pandas, PyTorch, SQL, R, Excel",
Dado,"Power BI, Hugging Face, TensorFlow",
Dado,"Power BI, R, GCP",
Dado,"Reinforcement Learning, Excel, TensorFlow, AWS, C++",
Dado,"Hugging Face, Power BI, SQL, Pandas, Reinforcement Learning",
Dado,"PyTorch, Reinforcement Learning, R, NumPy",
Dado,"MLflow, C++, SQL",
Dado,"MLflow, Azure, GCP, Flask, AWS",
Dado,"Python, PyTorch, R, LangChain",
Dado,"TensorFlow, Python, CUDA",
Dado,"C++, Pandas, Hugging Face, SQL, LangChain, Python",
Dado,"NumPy, AWS, Excel",
Dado,"PyTorch, Reinforcement Learning, FastAPI, R, C++",
Dado,"Keras, LangChain, CUDA",
Dado,"GCP, PyTorch, Flask",
Dado,"AWS, Excel, R",
Dado,"FastAPI, LangChain, SQL, TensorFlow, R",
Dado,"Keras, LangChain, R, MLflow, Azure, TensorFlow",
Dado,"SQL, R, Keras",
Dado,"AWS, CUDA, GCP, Scikit-learn, Azure",
Dado,"SQL, Hugging Face, Azure, C++, Keras, Flask",
Dado,"Excel, Power BI, GCP, CUDA, PyTorch, Keras",
Dado,"Keras, C++, Scikit-learn, Flask, PyTorch, Pandas",
Dado,"TensorFlow, Power BI, Reinforcement Learning, NumPy, CUDA, Excel",
Dado,"Python, Azure, R, TensorFlow, GCP",
Dado,"Hugging Face, C++, PyTorch, Reinforcement Learning, TensorFlow",
Dado,"Reinforcement Learning, GCP, NumPy",
Dado,"Reinforcement Learning, NumPy, Scikit-learn",
Dado,"PyTorch, Hugging Face, GCP, Flask",
Dado,"R, FastAPI, AWS",
Dado,"MLflow, CUDA, C++",
Dado,"CUDA, AWS, NumPy, Azure, Power BI",
Dado,"Keras, NumPy, Python, AWS, Flask, Azure",
Dado,"Azure, Flask, MLflow, GCP",
Dado,"FastAPI, CUDA, R",
Dado,"AWS, CUDA, MLflow, Python",
Dado,"Flask, SQL, PyTorch, Azure, AWS",
Dado,"C++, SQL, Python, MLflow, Power BI, FastAPI",
Dado,"CUDA, SQL, Keras, C++",
Dado,"MLflow, TensorFlow, NumPy, Pandas",
Dado,"TensorFlow, NumPy, Pandas, PyTorch, Azure",
Dado,"FastAPI, Keras, CUDA, PyTorch, LangChain",
Dado,"PyTorch, Azure, Reinforcement Learning, TensorFlow, Pandas, FastAPI",
Dado,"GCP, MLflow, PyTorch",
Dado,"Python, Flask, LangChain, AWS, Keras",
Dado,"Azure, TensorFlow, C++",
Dado,"Scikit-learn, Hugging Face, TensorFlow",
Dado,"Python, Azure, Reinforcement Learning, LangChain, AWS, Hugging Face",
Dado,"MLflow, Python, TensorFlow, LangChain",
Dado,"GCP, Scikit-learn, Flask, AWS, Excel, Power BI",
Dado,"TensorFlow, R, FastAPI, Pandas, Power BI",
Dado,"Python, Hugging Face, Scikit-learn, GCP",
Dado,"Azure, Pandas, TensorFlow, AWS",
Dado,"R, Reinforcement Learning, Scikit-learn, PyTorch, GCP",
Dado,"Excel, Hugging Face, AWS, TensorFlow, R, Power BI",
Dado,"Python, Pandas, Excel, TensorFlow, Azure",
Dado,"PyTorch, Pandas, Reinforcement Learning",
Dado,"NumPy, Keras, PyTorch, TensorFlow, Flask, Excel",
Dado,"R, TensorFlow, AWS",
Dado,"SQL, NumPy, Scikit-learn",
Dado,"MLflow, Flask, Keras, Scikit-learn, LangChain",
Dado,"FastAPI, Excel, PyTorch, Flask, Reinforcement Learning",
Dado,"Hugging Face, GCP, Scikit-learn",
Dado,"SQL, Python, Excel, Flask",
Dado,"SQL, Keras, Pandas, GCP",
Dado,"CUDA, Power BI, AWS, FastAPI, C++",
Dado,"C++, CUDA, Azure",
Dado,"LangChain, GCP, Reinforcement Learning, Excel, FastAPI, Power BI",
Dado,"Excel, Power BI, PyTorch, Hugging Face, R",
Dado,"GCP, Reinforcement Learning, Keras, Pandas",
Dado,"Keras, FastAPI, C++, Hugging Face",
Dado,"Python, PyTorch, SQL, FastAPI",
Dado,"Keras, Python, Hugging Face, Flask",
Dado,"Hugging Face, Azure, PyTorch, GCP",
Dado,"TensorFlow, LangChain, Keras, Scikit-learn, Excel, C++",
Dado,"Scikit-learn, Azure, GCP",
Dado,"FastAPI, TensorFlow, Keras",
Dado,"R, NumPy, Scikit-learn",
Dado,"Python, MLflow, SQL",
Dado,"R, Scikit-learn, Power BI",
Dado,"Pandas, LangChain, Python, Keras",
Dado,"Hugging Face, R, Azure, Power BI, Excel",
Dado,"Pandas, FastAPI, Hugging Face, PyTorch, Power BI",
Dado,"GCP, Pandas, FastAPI, C++, Excel",
Dado,"Excel, Pandas, CUDA",
Dado,"Reinforcement Learning, Hugging Face, Pandas, Excel",
Dado,"Reinforcement Learning, LangChain, C++",
Dado,"FastAPI, Excel, AWS, LangChain, Python",
Dado,"Power BI, C++, R",
Dado,"C++, Hugging Face, Flask, Python, NumPy, Scikit-learn",
Dado,"FastAPI, Azure, TensorFlow",
Dado,"MLflow, Reinforcement Learning, Python",
Dado,"CUDA, R, Reinforcement Learning",
Dado,"Python, AWS, FastAPI",
Dado,"MLflow, AWS, SQL, Python",
Dado,"MLflow, Azure, Python",
Dado,"Excel, Flask, Power BI, PyTorch, SQL, CUDA",
Dado,"Scikit-learn, AWS, CUDA, Azure, Hugging Face",
Dado,"LangChain, Python, AWS, R, Keras",
Dado,"Excel, Azure, Pandas, PyTorch, SQL",
Dado,"NumPy, Excel, LangChain",
Dado,"TensorFlow, Flask, NumPy, GCP",
Dado,"Hugging Face, Flask, Pandas, Scikit-learn",
Dado,"Python, Pandas, R, Scikit-learn",
Dado,"Excel, TensorFlow, Azure, Reinforcement Learning",
Dado,"Hugging Face, Keras, FastAPI, Power BI",
Dado,"Reinforcement Learning, Pandas, AWS",
Dado,"Keras, Python, PyTorch, GCP, C++",
Dado,"PyTorch, Flask, CUDA, NumPy, AWS, SQL",
Dado,"LangChain, TensorFlow, Azure",
Dado,"TensorFlow, FastAPI, PyTorch, Hugging Face, Pandas",
Dado,"Keras, NumPy, R, LangChain, Reinforcement Learning",
Dado,"SQL, LangChain, MLflow, AWS, Reinforcement Learning",
Dado,"Flask, LangChain, FastAPI",
Dado,"LangChain, SQL, Reinforcement Learning",
Dado,"Power BI, AWS, TensorFlow, Keras, CUDA, Pandas",
Dado,"Power BI, Pandas, CUDA",
Dado,"Pandas, GCP, Hugging Face",
Dado,"AWS, Power BI, MLflow, Python, GCP",
Dado,"Pandas, R, AWS, PyTorch",
Dado,"Hugging Face, Python, Pandas",
Dado,"Power BI, Python, GCP, C++",
Dado,"CUDA, AWS, Scikit-learn",
Dado,"Python, LangChain, Pandas, TensorFlow",
Dado,"Hugging Face, Azure, NumPy",
Dado,"R, Scikit-learn, SQL, LangChain",
Dado,"FastAPI, SQL, Scikit-learn, NumPy, Excel, PyTorch",
Dado,"Power BI, Scikit-learn, R, Python, Keras",
Dado,"C++, Reinforcement Learning, Azure, CUDA, MLflow",
Dado,"Keras, AWS, NumPy, MLflow, TensorFlow, Flask",
Dado,"Flask, Power BI, LangChain, Excel, MLflow, R",
Dado,"Hugging Face, MLflow, CUDA, Python, Keras, SQL",
Dado,"Pandas, MLflow, TensorFlow, Power BI",
Dado,"R, CUDA, TensorFlow",
Dado,"Azure, Excel, Power BI, SQL",
Dado,"LangChain, Reinforcement Learning, CUDA, R, SQL, Excel",
Dado,"Flask, Reinforcement Learning, Pandas, CUDA, Azure",
Dado,"TensorFlow, Power BI, PyTorch",
Dado,"C++, Hugging Face, PyTorch, SQL",
Dado,"LangChain, AWS, Hugging Face, Flask, R",
Dado,"Python, TensorFlow, GCP, R",
Dado,"C++, GCP, Keras, AWS, TensorFlow, LangChain",
Dado,"Python, PyTorch, Hugging Face, CUDA, Azure, MLflow",
Dado,"GCP, Power BI, Azure, Python",
Dado,"C++, FastAPI, Scikit-learn",
Dado,"FastAPI, AWS, Power BI, Flask, SQL, MLflow",
Dado,"Python, AWS, R, Pandas, Power BI, TensorFlow",
Dado,"Pandas, R, LangChain",
Dado,"Flask, C++, NumPy, Python, GCP",
Dado,"Hugging Face, Flask, MLflow",
Dado,"Excel, Reinforcement Learning, Pandas, GCP, FastAPI",
Dado,"SQL, GCP, Scikit-learn",
Dado,"C++, Python, GCP",
Dado,"NumPy, Pandas, Reinforcement Learning",
Dado,"Reinforcement Learning, Python, MLflow, Flask",
Dado,"Scikit-learn, LangChain, MLflow, FastAPI",
Dado,"Azure, MLflow, Pandas, PyTorch",
Dado,"AWS, Keras, Flask, R, PyTorch, Python",
Dado,"GCP, Keras, LangChain",
Dado,"R, Pandas, TensorFlow, Hugging Face, Python",
Dado,"SQL, Excel, Azure, PyTorch, Scikit-learn",
Dado,"SQL, NumPy, Python, Power BI, Scikit-learn",
Dado,"Pandas, CUDA, R, Python, FastAPI, SQL",
Dado,"LangChain, Pandas, Flask, AWS",
Dado,"Power BI, NumPy, LangChain, CUDA, Reinforcement Learning, Excel",
Dado,"Keras, Scikit-learn, MLflow, Python, SQL, Excel",
Dado,"GCP, SQL, TensorFlow, Keras, Reinforcement Learning",
Dado,"Power BI, R, C++, TensorFlow, Python",
Dado,"PyTorch, FastAPI, MLflow, C++, Pandas, NumPy",
Dado,"AWS, Pandas, FastAPI, R",
Dado,"Pandas, Hugging Face, LangChain, Reinforcement Learning",
Dado,"Excel, Power BI, Azure, NumPy, Hugging Face, LangChain",
Dado,"Power BI, TensorFlow, Python, Azure, C++, SQL",
Dado,"MLflow, PyTorch, Azure, R, Python, GCP",
Dado,"Pandas, AWS, MLflow, TensorFlow",
Dado,"Keras, FastAPI, Python, Excel, AWS",
Dado,"Power BI, MLflow, FastAPI, R, TensorFlow, NumPy",
Dado,"GCP, FastAPI, Excel",
Dado,"AWS, C++, MLflow",
Dado,"Keras, TensorFlow, R, Azure",
Dado,"AWS, Azure, Flask, Reinforcement Learning, TensorFlow, Excel",
Dado,"Excel, Flask, Hugging Face, TensorFlow",
Dado,"CUDA, TensorFlow, FastAPI, Power BI, LangChain, MLflow",
Dado,"R, AWS, Python, MLflow",
Dado,"Python, FastAPI, MLflow, LangChain",
Dado,"LangChain, Python, AWS",
Dado,"LangChain, R, Azure, CUDA",
Dado,"Hugging Face, Scikit-learn, Excel, SQL",
Dado,"Reinforcement Learning, LangChain, CUDA",
Dado,"Keras, C++, Azure, FastAPI, CUDA, Scikit-learn",
Dado,"CUDA, C++, Excel",
Dado,"R, Hugging Face, Excel, Keras",
Dado,"LangChain, TensorFlow, C++, Power BI, MLflow, AWS",
Dado,"Python, Keras, CUDA, PyTorch, MLflow, NumPy",
Dado,"C++, Power BI, Pandas",
Dado,"Scikit-learn, PyTorch, R, FastAPI, Excel, NumPy",
Dado,"Hugging Face, FastAPI, C++, CUDA",
Dado,"Reinforcement Learning, TensorFlow, SQL, Flask, C++, Keras",
Dado,"Pandas, NumPy, TensorFlow, R",
Dado,"Azure, PyTorch, R, Scikit-learn, AWS, Excel",
Dado,"Excel, SQL, GCP, Hugging Face, R",
Dado,"Excel, CUDA, GCP, Reinforcement Learning, TensorFlow",
Dado,"Keras, Hugging Face, R",
Dado,"Azure, Scikit-learn, Python, AWS, LangChain, C++",
Dado,"PyTorch, Excel, Scikit-learn, TensorFlow",
Dado,"Scikit-learn, GCP, AWS, FastAPI, Excel, Pandas",
Dado,"CUDA, R, GCP",
Dado,"FastAPI, C++, Azure, Reinforcement Learning, CUDA",
Dado,"LangChain, Azure, CUDA, GCP",
Dado,"Azure, PyTorch, Excel, R, NumPy",
Dado,"R, MLflow, AWS, Flask, C++",
Dado,"AWS, Reinforcement Learning, TensorFlow, FastAPI, SQL, Power BI",
Dado,"CUDA, NumPy, Power BI, Azure, C++",
Dado,"SQL, Flask, FastAPI, Pandas, Power BI",
Dado,"GCP, Excel, NumPy, Azure, R, Pandas",
Dado,"Python, MLflow, Reinforcement Learning, Power BI, Flask",
Dado,"Flask, GCP, MLflow, Keras, CUDA, AWS",
Dado,"TensorFlow, C++, AWS, GCP",
Dado,"Azure, LangChain, C++, NumPy, MLflow",
Dado,"Scikit-learn, C++, LangChain, CUDA, Excel, Flask",
Dado,"Excel, AWS, Flask, NumPy",
Dado,"FastAPI, Keras, MLflow",
Dado,"Keras, PyTorch, TensorFlow, Scikit-learn, Azure",
Dado,"Excel, CUDA, Reinforcement Learning",
Dado,"Hugging Face, GCP, Azure",
Dado,"LangChain, AWS, NumPy, Flask, GCP, Excel",
Dado,"SQL, NumPy, Excel, Pandas, Python",
Dado,"Reinforcement Learning, Flask, CUDA",
Dado,"C++, GCP, Pandas, MLflow, TensorFlow",
Dado,"Reinforcement Learning, C++, PyTorch, AWS, Azure",
Dado,"LangChain, PyTorch, GCP, AWS, C++, Azure",
Dado,"Hugging Face, Flask, LangChain, TensorFlow, Pandas, FastAPI",
Dado,"PyTorch, C++, Python, TensorFlow, Power BI",
Dado,"FastAPI, Excel, TensorFlow",
Dado,"Power BI, TensorFlow, Keras",
Dado,"Pandas, TensorFlow, Keras, Python, Excel",
Dado,"MLflow, C++, Excel",
Dado,"Azure, Flask, Keras, Scikit-learn, Reinforcement Learning, GCP",
Dado,"NumPy, PyTorch, R, Flask, Python, Keras",
Dado,"CUDA, Excel, Azure, NumPy",
Dado,"NumPy, Pandas, Excel",
Dado,"NumPy, AWS, Reinforcement Learning, Scikit-learn, MLflow",
Dado,"Flask, Keras, FastAPI, Azure, TensorFlow",
Dado,"SQL, Excel, GCP, Keras, FastAPI, MLflow",
Dado,"Hugging Face, MLflow, Reinforcement Learning",
Dado,"FastAPI, Reinforcement Learning, PyTorch",
Dado,"CUDA, NumPy, Flask, LangChain, Power BI, Azure",
Dado,"Hugging Face, Flask, Power BI, Pandas, Excel",
Dado,"R, PyTorch, Flask, GCP, Hugging Face",
Dado,"PyTorch, Scikit-learn, C++, Azure",
Dado,"PyTorch, MLflow, Scikit-learn",
Dado,"Azure, Reinforcement Learning, SQL, LangChain",
Dado,"R, C++, Keras",
Dado,"C++, Pandas, FastAPI, MLflow, Excel",
Dado,"AWS, Flask, Keras, Hugging Face, NumPy, Scikit-learn",
Dado,"AWS, Hugging Face, GCP, Power BI, Keras",
Dado,"GCP, R, Reinforcement Learning, PyTorch, Hugging Face, Excel",
Dado,"PyTorch, GCP, Keras, NumPy, Flask",
Dado,"TensorFlow, MLflow, C++, Flask, SQL, GCP",
Dado,"C++, Pandas, Flask, Hugging Face, Excel",
Dado,"R, CUDA, Pandas, TensorFlow, Azure, PyTorch",
Dado,"Scikit-learn, TensorFlow, PyTorch, Python",
Dado,"TensorFlow, GCP, Python",
Dado,"FastAPI, Hugging Face, R, Keras, NumPy, PyTorch",
Dado,"Keras, Scikit-learn, R, Flask, Python, FastAPI",
Dado,"Azure, PyTorch, CUDA, TensorFlow, Flask",
Dado,"Pandas, Azure, Power BI",
Dado,"Reinforcement Learning, NumPy, LangChain, GCP",
Dado,"Excel, Hugging Face, TensorFlow",
Dado,"AWS, MLflow, CUDA, FastAPI, Keras, Reinforcement Learning",
Dado,"Pandas, TensorFlow, NumPy",
Dado,"NumPy, SQL, Flask, Power BI, GCP",
Dado,"PyTorch, AWS, Flask, Scikit-learn",
Dado,"Excel, Power BI, C++, R, Hugging Face, SQL",
Dado,"Python, R, Flask",
Dado,"PyTorch, SQL, CUDA, Excel",
Dado,"Python, Excel, MLflow",
Dado,"NumPy, R, Reinforcement Learning, Pandas, AWS, SQL",
Dado,"CUDA, GCP, Flask, Excel",
Dado,"TensorFlow, C++, Excel, LangChain, Power BI, Azure",
Dado,"PyTorch, Power BI, LangChain, Keras",
Dado,"FastAPI, Pandas, CUDA, C++, AWS, Hugging Face",
Dado,"Excel, NumPy, C++, Pandas",
Dado,"TensorFlow, Hugging Face, R",
Dado,"GCP, SQL, NumPy, Python, Azure",
Dado,"Hugging Face, SQL, Azure, LangChain, AWS, NumPy",
Dado,"C++, Keras, SQL, R, AWS",
Dado,"Pandas, GCP, Azure, LangChain, CUDA",
Dado,"R, Azure, Hugging Face, C++, PyTorch, AWS",
Dado,"NumPy, Azure, PyTorch, Python, Pandas, R",
Dado,"Power BI, R, NumPy",
Dado,"Azure, MLflow, Scikit-learn, TensorFlow",
Dado,"TensorFlow, LangChain, Hugging Face",
Dado,"Scikit-learn, LangChain, Power BI, TensorFlow",
Dado,"TensorFlow, CUDA, Excel, C++, Pandas",
Dado,"GCP, Keras, Hugging Face, TensorFlow, SQL",
Dado,"LangChain, Hugging Face, NumPy",
Dado,"Excel, PyTorch, TensorFlow",
Dado,"Python, LangChain, SQL, TensorFlow, Excel",
Dado,"SQL, CUDA, Flask, MLflow, TensorFlow",
Dado,"Excel, Azure, FastAPI, LangChain, GCP",
Dado,"PyTorch, Excel, CUDA, Keras",
Dado,"MLflow, AWS, CUDA, Hugging Face, FastAPI, NumPy",
Dado,"PyTorch, Hugging Face, MLflow, R, Keras, Reinforcement Learning",
Dado,"Pandas, CUDA, GCP, TensorFlow",
Dado,"MLflow, Power BI, Pandas, SQL",
Dado,"Excel, NumPy, R, TensorFlow",
Dado,"Excel, Pandas, AWS, MLflow",
Dado,"Keras, Flask, NumPy",
Dado,"Reinforcement Learning, Power BI, SQL, MLflow, Excel, Scikit-learn",
Dado,"SQL, AWS, Python",
Dado,"AWS, GCP, Reinforcement Learning, Pandas, C++, NumPy",
Dado,"R, Azure, Python",
Dado,"Scikit-learn, Reinforcement Learning, Pandas, LangChain, Python, CUDA",
Dado,"Hugging Face, LangChain, Keras, NumPy",
Dado,"NumPy, LangChain, MLflow, CUDA, TensorFlow",
Dado,"NumPy, Python, Pandas",
Dado,"MLflow, Keras, Hugging Face, Scikit-learn, R",
Dado,"MLflow, Scikit-learn, SQL",
Dado,"TensorFlow, Reinforcement Learning, Python, AWS, Pandas, Power BI",
Dado,"NumPy, FastAPI, PyTorch",
Dado,"TensorFlow, MLflow, SQL, Flask, CUDA, C++",
Dado,"LangChain, Hugging Face, Excel, Reinforcement Learning, Python",
Dado,"Excel, Pandas, NumPy, Azure",
Dado,"Power BI, C++, Excel, PyTorch, Pandas",
Dado,"LangChain, Flask, Pandas",
Dado,"NumPy, MLflow, TensorFlow, GCP, Reinforcement Learning, R",
Dado,"Hugging Face, PyTorch, CUDA, MLflow",
Dado,"MLflow, Pandas, GCP",
Dado,"Python, C++, CUDA, Excel, SQL, TensorFlow",
Dado,"NumPy, C++, Flask, AWS, Power BI",
Dado,"AWS, Excel, NumPy, Flask, TensorFlow, Keras",
Dado,"Scikit-learn, NumPy, Reinforcement Learning, C++, LangChain",
Dado,"TensorFlow, R, Python",
Dado,"NumPy, TensorFlow, CUDA",
Dado,"Reinforcement Learning, Flask, TensorFlow",
Dado,"SQL, TensorFlow, CUDA",
Dado,"Flask, C++, LangChain, AWS, Keras, GCP",
Dado,"Reinforcement Learning, C++, MLflow",
Dado,"GCP, C++, CUDA, LangChain",
Dado,"Keras, R, CUDA, NumPy",
Dado,"NumPy, Reinforcement Learning, FastAPI, GCP, AWS",
Dado,"R, Pandas, Flask",
Dado,"SQL, GCP, Reinforcement Learning, Python, Power BI, R",
Dado,"TensorFlow, Reinforcement Learning, Python, C++, CUDA",
Dado,"PyTorch, Azure, GCP, Python, AWS, Power BI",
Dado,"Keras, Reinforcement Learning, MLflow",
Dado,"PyTorch, Keras, R, Excel",
Dado,"Excel, C++, Hugging Face, R",
Dado,"LangChain, Azure, Python",
Dado,"SQL, FastAPI, Excel, Keras",
Dado,"Keras, C++, Pandas, CUDA, LangChain",
Dado,"Flask, TensorFlow, SQL, Pandas",
Dado,"Pandas, NumPy, Excel",
Dado,"SQL, Power BI, Reinforcement Learning, Keras",
Dado,"MLflow, SQL, Excel",
Dado,"Excel, GCP, Reinforcement Learning, Hugging Face, CUDA, Python",
Dado,"Power BI, MLflow, Reinforcement Learning",
Dado,"R, Pandas, NumPy",
Dado,"NumPy, Excel, Reinforcement Learning, Python, SQL",
Dado,"NumPy, Flask, C++",
Dado,"MLflow, Power BI, Keras, Flask, CUDA",
Dado,"Scikit-learn, TensorFlow, Excel, CUDA",
Dado,"LangChain, NumPy, C++",
Dado,"GCP, CUDA, NumPy, Azure",
Dado,"Reinforcement Learning, NumPy, Power BI",
Dado,"FastAPI, NumPy, Excel, Flask",
Dado,"FastAPI, NumPy, Reinforcement Learning, Pandas, R",
Dado,"LangChain, PyTorch, Scikit-learn, NumPy, SQL, Flask",
Dado,"Keras, Scikit-learn, Pandas",
Dado,"Pandas, LangChain, AWS, Hugging Face",
Dado,"Azure, CUDA, GCP, TensorFlow, C++",
Dado,"Python, Excel, Azure, PyTorch",
Dado,"GCP, Flask, PyTorch",
Dado,"SQL, Hugging Face, R, Python, Azure, LangChain",
Dado,"MLflow, Azure, Hugging Face",
Dado,"Power BI, Hugging Face, Flask, Keras, Reinforcement Learning, SQL",
Dado,"Hugging Face, Scikit-learn, LangChain, TensorFlow, Excel",
Dado,"Python, Keras, PyTorch, Reinforcement Learning, SQL, R",
Dado,"C++, MLflow, Reinforcement Learning, TensorFlow, GCP, Flask",
Dado,"SQL, Flask, LangChain, Excel, Python",
Dado,"MLflow, Python, R, AWS, Hugging Face, Scikit-learn",
Dado,"Excel, AWS, PyTorch, GCP, NumPy, Reinforcement Learning",
Dado,"GCP, NumPy, Hugging Face",
Dado,"NumPy, Azure, AWS, Keras, R",
Dado,"LangChain, PyTorch, AWS, Power BI, R",
Dado,"C++, FastAPI, Power BI, SQL, AWS, Reinforcement Learning",
Dado,"Keras, SQL, TensorFlow",
Dado,"NumPy, Excel, TensorFlow",
Dado,"SQL, NumPy, Keras",
Dado,"Keras, Pandas, MLflow",
Dado,"Keras, Flask, Scikit-learn, Reinforcement Learning, Power BI, AWS",
Dado,"SQL, CUDA, Flask",
Dado,"Flask, Scikit-learn, GCP, TensorFlow, NumPy",
Dado,"Reinforcement Learning, FastAPI, R, Azure, PyTorch, Scikit-learn",
Dado,"Excel, TensorFlow, SQL, Power BI, LangChain, Scikit-learn",
Dado,"CUDA, C++, Azure, FastAPI, PyTorch",
Dado,"Python, GCP, NumPy",
Dado,"C++, Excel, NumPy, Pandas, TensorFlow",
Dado,"SQL, C++, Flask, Scikit-learn, Power BI, R",
Dado,"NumPy, Python, PyTorch, C++, AWS",
Dado,"NumPy, R, AWS, TensorFlow",
Dado,"FastAPI, MLflow, Flask",
Dado,"NumPy, FastAPI, LangChain, Python",
Dado,"Excel, AWS, SQL, CUDA",
Dado,"Azure, NumPy, Pandas, MLflow",
Dado,"R, SQL, C++, FastAPI",
Dado,"Pandas, GCP, CUDA, NumPy, AWS",
Dado,"AWS, SQL, GCP, NumPy, CUDA, Azure",
Dado,"Power BI, MLflow, Python, PyTorch, Scikit-learn",
Dado,"Power BI, Scikit-learn, R",
Dado,"Keras, MLflow, AWS, SQL, Excel",
Dado,"CUDA, Excel, C++",
Dado,"LangChain, R, Keras, Python, TensorFlow, Excel",
Dado,"TensorFlow, Reinforcement Learning, LangChain",
Dado,"Azure, Flask, Scikit-learn, Keras, NumPy, FastAPI",
Dado,"Flask, LangChain, Power BI, Azure",
Dado,"FastAPI, Hugging Face, Pandas, LangChain",
Dado,"NumPy, Pandas, CUDA, AWS",
Dado,"Azure, LangChain, GCP, AWS, Flask",
Dado,"Keras, SQL, Reinforcement Learning, Scikit-learn, GCP",
Dado,"MLflow, NumPy, Flask, FastAPI, Hugging Face, PyTorch",
Dado,"Excel, R, Hugging Face",
Dado,"NumPy, PyTorch, C++, R, Azure",
Dado,"Excel, Keras, GCP, FastAPI, Pandas, NumPy",
Dado,"NumPy, Hugging Face, Python",
Dado,"Azure, GCP, Hugging Face",
Dado,"Python, FastAPI, Pandas, LangChain, Hugging Face, Power BI",
Dado,"FastAPI, LangChain, Hugging Face, AWS, Keras",
Dado,"Excel, R, NumPy, SQL",
Dado,"NumPy, PyTorch, Excel, Python, Scikit-learn",
